Priority Weighted,Priority,Preemptive
"PID","Burst","Priority","Arrival","Start","Finish","Wait","Response","Turnaround"
351,92,9,35,35,2594,2468,0,2560
352,44,3,96,96,171,32,0,76
353,32,1,124,124,155,0,0,32
354,76,7,140,172,247,32,32,108
355,38,7,206,248,853,610,42,648
356,24,3,263,263,286,0,0,24
357,89,3,278,287,384,18,9,107
358,45,4,283,385,429,102,102,147
359,9,0,295,295,303,0,0,9
360,63,7,299,854,916,555,555,618
361,81,6,317,430,510,113,113,194
362,99,8,367,2300,2398,1933,1933,2032
363,83,9,427,2595,2677,2168,2168,2251
364,19,6,489,511,541,34,22,53
365,12,1,527,527,538,0,0,12
366,86,0,562,562,647,0,0,86
367,86,0,562,648,733,86,86,172
368,17,1,593,746,838,229,153,246
369,30,8,662,2399,2428,1737,1737,1767
370,12,0,681,734,745,53,53,65
371,30,8,688,2429,2458,1741,1741,1771
372,47,9,752,2678,2724,1926,1926,1973
373,76,0,761,761,836,0,0,76
374,12,2,817,839,850,22,22,34
375,95,7,871,917,2299,1334,46,1429
376,99,3,926,926,1654,630,0,729
377,24,1,953,953,976,0,0,24
378,54,4,971,1820,1873,849,849,903
379,90,8,999,2459,2548,1460,1460,1550
380,86,1,1000,1000,1133,48,0,134
381,45,5,1016,1937,1981,921,921,966
382,49,2,1019,1372,1420,353,353,402
383,48,0,1085,1085,1132,0,0,48
384,66,1,1093,1134,1297,139,41,205
385,74,1,1139,1298,1371,159,159,233
386,98,0,1141,1141,1238,0,0,98
387,4,3,1177,1655,1658,478,478,482
388,7,3,1210,1659,1665,449,449,456
389,38,9,1258,2725,2762,1467,1467,1505
390,74,2,1299,1421,1526,154,122,228
391,90,5,1318,1982,2071,664,664,754
392,49,5,1332,2072,2120,740,740,789
393,63,4,1374,1874,1936,500,500,563
394,75,3,1389,1666,1740,277,277,352
395,15,8,1389,2549,2563,1160,1160,1175
396,79,2,1454,1527,1605,73,73,152
397,32,0,1491,1491,1522,0,0,32
398,93,6,1540,2121,2213,581,581,674
399,50,3,1592,1741,1790,149,149,199
400,29,3,1594,1791,1819,197,197,226
,,,,,,,,
,,,,,Min,0,0,9
,,,,,Mean,532.82,427.60,587.38
,,,,,Max,2168,2168,2251
,,,,,StdDev,678.83,621.67,685.20
