Priority Weighted,Priority,
"PID","Burst","Priority","Arrival","Start","Finish","Wait","Response","Turnaround"
401,14,0,30,30,43,0,0,14
402,27,4,59,59,85,0,0,27
403,81,1,125,125,205,0,0,81
404,49,5,143,206,254,63,63,112
405,32,9,204,265,296,61,61,93
406,10,5,231,255,264,24,24,34
407,50,4,289,297,346,8,8,58
408,69,5,354,354,422,0,0,69
409,77,6,379,447,523,68,68,145
410,66,6,394,704,769,310,310,376
411,24,4,403,423,446,20,20,44
412,85,7,459,2019,2103,1560,1560,1645
413,35,4,494,640,674,146,146,181
414,61,2,495,524,584,29,29,90
415,55,2,505,585,639,80,80,135
416,92,8,563,2269,2360,1706,1706,1798
417,29,4,595,675,703,80,80,109
418,36,6,638,770,805,132,132,168
419,62,7,671,2104,2165,1433,1433,1495
420,73,6,689,1013,1085,324,324,397
421,92,6,726,1114,1205,388,388,480
422,98,0,779,806,903,27,27,125
423,31,5,811,934,964,123,123,154
424,30,0,820,904,933,84,84,114
425,39,8,845,2361,2399,1516,1516,1555
426,75,8,910,2400,2474,1490,1490,1565
427,48,1,939,965,1012,26,26,74
428,66,6,993,1350,1415,357,357,423
429,24,4,1017,1086,1109,69,69,93
430,4,5,1073,1110,1113,37,37,41
431,50,7,1110,2166,2215,1056,1056,1106
432,28,1,1115,1260,1287,145,145,173
433,36,3,1174,1288,1323,114,114,150
434,54,0,1178,1206,1259,28,28,82
435,19,8,1234,2475,2493,1241,1241,1260
436,15,3,1263,1335,1349,72,72,87
437,11,2,1295,1324,1334,29,29,40
438,2,7,1305,2216,2217,911,911,913
439,15,3,1356,1719,1733,363,363,378
440,86,1,1380,1416,1501,36,36,122
441,63,4,1384,1956,2018,572,572,635
442,96,2,1448,1502,1597,54,54,150
443,14,7,1499,2218,2231,719,719,733
444,41,3,1538,1915,1955,377,377,418
445,50,1,1577,1598,1647,21,21,71
446,46,1,1607,1648,1693,41,41,87
447,25,1,1658,1694,1718,36,36,61
448,99,0,1721,1734,1832,13,13,112
449,82,2,1752,1833,1914,81,81,163
450,37,7,1792,2232,2268,440,440,477
,,,,,,,,
,,,,,Min,0,0,14
,,,,,Mean,330.20,330.20,378.26
,,,,,Max,1706,1706,1798
,,,,,StdDev,492.61,492.61,497.23
